id_struk,waktu_transaksi,kode_outlet,kode_menu,jumlah_item,harga_satuan,hpp_satuan,total_bruto,nominal_diskon,total_netto,margin_profit,metode_bayar,tipe_pesanan
FNB-20259590,2025-01-27 08:27:00,OUT-03,MNU-07,1,24000,9000,24000,0,24000,15000,QRIS / E-Wallet,Dine In
FNB-20259591,2025-05-31 20:55:00,OUT-03,MNU-06,1,45000,24000,45000,0,45000,21000,QRIS / E-Wallet,Dine In
FNB-20259592,2025-10-02 18:02:00,OUT-03,MNU-08,2,28000,12000,56000,0,56000,32000,QRIS / E-Wallet,Dine In
FNB-20259593,2025-06-24 10:39:00,OUT-02,MNU-03,1,68000,36000,68000,0,68000,32000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259594,2025-06-16 09:29:00,OUT-02,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259595,2025-10-28 09:16:00,OUT-05,MNU-01,4,75000,42000,300000,0,300000,132000,Kartu Kredit,Catering & Parcel
FNB-20259596,2025-12-30 21:35:00,OUT-04,MNU-03,2,68000,36000,136000,0,136000,64000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259597,2025-09-16 11:22:00,OUT-02,MNU-09,1,22000,10000,22000,0,22000,12000,Tunai / Cash,Takeaway
FNB-20259598,2025-12-16 19:17:00,OUT-05,MNU-02,3,85000,48000,255000,0,255000,111000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259599,2025-02-03 14:25:00,OUT-05,MNU-05,2,90000,52000,180000,0,180000,76000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259600,2025-05-27 16:32:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Takeaway
FNB-20259601,2025-09-02 21:58:00,OUT-05,MNU-05,1,90000,52000,90000,0,90000,38000,Tunai / Cash,Takeaway
FNB-20259602,2025-10-24 14:34:00,OUT-01,MNU-06,1,45000,24000,45000,6750,38250,14250,QRIS / E-Wallet,Takeaway
FNB-20259603,2025-05-14 13:08:00,OUT-02,MNU-10,1,55000,28000,55000,2750,52250,24250,QRIS / E-Wallet,Takeaway
FNB-20259604,2025-10-18 19:55:00,OUT-01,MNU-07,3,24000,9000,72000,3600,68400,41400,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259605,2025-01-09 07:46:00,OUT-02,MNU-08,2,28000,12000,56000,0,56000,32000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259606,2025-09-07 14:06:00,OUT-04,MNU-05,1,90000,52000,90000,4500,85500,33500,QRIS / E-Wallet,Online Delivery Instant
FNB-20259607,2025-08-13 16:40:00,OUT-04,MNU-07,2,24000,9000,48000,4800,43200,25200,Kartu Kredit,Catering & Parcel
FNB-20259608,2025-10-16 14:09:00,OUT-01,MNU-08,1,28000,12000,28000,4200,23800,11800,Kartu Kredit,Dine In
FNB-20259609,2025-10-12 07:34:00,OUT-03,MNU-06,2,45000,24000,90000,4500,85500,37500,QRIS / E-Wallet,Online Delivery Instant
FNB-20259610,2025-08-29 09:45:00,OUT-05,MNU-03,4,68000,36000,272000,0,272000,128000,Kartu Kredit,Dine In
FNB-20259611,2025-01-10 07:26:00,OUT-03,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Debit BSI / Mandiri,Dine In
FNB-20259612,2025-03-29 20:54:00,OUT-01,MNU-07,4,24000,9000,96000,14400,81600,45600,Kartu Kredit,Catering & Parcel
FNB-20259613,2025-06-17 21:38:00,OUT-03,MNU-08,3,28000,12000,84000,0,84000,48000,Tunai / Cash,Takeaway
FNB-20259614,2025-09-30 20:32:00,OUT-02,MNU-07,4,24000,9000,96000,0,96000,60000,Kartu Kredit,Catering & Parcel
FNB-20259615,2025-03-01 07:51:00,OUT-03,MNU-10,5,55000,28000,275000,0,275000,135000,QRIS / E-Wallet,Takeaway
FNB-20259616,2025-02-10 15:03:00,OUT-04,MNU-02,4,85000,48000,340000,0,340000,148000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259617,2025-02-02 11:14:00,OUT-04,MNU-03,1,68000,36000,68000,6800,61200,25200,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259618,2025-07-19 08:05:00,OUT-05,MNU-08,8,28000,12000,224000,44800,179200,83200,QRIS / E-Wallet,Catering & Parcel
FNB-20259619,2025-09-18 09:47:00,OUT-01,MNU-03,1,68000,36000,68000,13600,54400,18400,QRIS / E-Wallet,Online Delivery Instant
FNB-20259620,2025-05-29 18:18:00,OUT-04,MNU-06,1,45000,24000,45000,0,45000,21000,QRIS / E-Wallet,Dine In
FNB-20259621,2025-07-13 12:01:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Catering & Parcel
FNB-20259622,2025-06-30 20:42:00,OUT-04,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Catering & Parcel
FNB-20259623,2025-06-07 09:59:00,OUT-05,MNU-03,5,68000,36000,340000,0,340000,160000,Tunai / Cash,Catering & Parcel
FNB-20259624,2025-12-21 15:17:00,OUT-03,MNU-08,1,28000,12000,28000,2800,25200,13200,QRIS / E-Wallet,Catering & Parcel
FNB-20259625,2025-01-06 15:05:00,OUT-01,MNU-10,1,55000,28000,55000,0,55000,27000,QRIS / E-Wallet,Catering & Parcel
FNB-20259626,2025-09-17 15:36:00,OUT-05,MNU-09,2,22000,10000,44000,0,44000,24000,Kartu Kredit,Catering & Parcel
FNB-20259627,2025-01-29 20:21:00,OUT-05,MNU-05,3,90000,52000,270000,0,270000,114000,QRIS / E-Wallet,Dine In
FNB-20259628,2025-02-12 12:02:00,OUT-05,MNU-07,4,24000,9000,96000,4800,91200,55200,Tunai / Cash,Catering & Parcel
FNB-20259629,2025-09-20 07:51:00,OUT-04,MNU-07,1,24000,9000,24000,0,24000,15000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259630,2025-04-01 17:01:00,OUT-01,MNU-06,5,45000,24000,225000,0,225000,105000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259631,2025-06-16 19:32:00,OUT-02,MNU-03,3,68000,36000,204000,10200,193800,85800,Tunai / Cash,Catering & Parcel
FNB-20259632,2025-04-01 16:54:00,OUT-04,MNU-08,1,28000,12000,28000,1400,26600,14600,Kartu Kredit,Dine In
FNB-20259633,2025-09-13 14:06:00,OUT-01,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Dine In
FNB-20259634,2025-01-23 15:21:00,OUT-04,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259635,2025-02-17 17:42:00,OUT-02,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259636,2025-03-26 21:53:00,OUT-02,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Kredit,Dine In
FNB-20259637,2025-10-05 12:19:00,OUT-04,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259638,2025-08-17 09:10:00,OUT-05,MNU-03,1,68000,36000,68000,13600,54400,18400,Tunai / Cash,Catering & Parcel
FNB-20259639,2025-07-26 20:21:00,OUT-04,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259640,2025-01-30 18:56:00,OUT-05,MNU-07,1,24000,9000,24000,0,24000,15000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259641,2025-08-23 14:10:00,OUT-03,MNU-03,1,68000,36000,68000,10200,57800,21800,Tunai / Cash,Takeaway
FNB-20259642,2025-06-13 16:36:00,OUT-04,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Debit BSI / Mandiri,Dine In
FNB-20259643,2025-11-24 16:21:00,OUT-05,MNU-03,2,68000,36000,136000,0,136000,64000,Tunai / Cash,Catering & Parcel
FNB-20259644,2025-05-15 09:46:00,OUT-04,MNU-07,3,24000,9000,72000,0,72000,45000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259645,2025-12-29 10:43:00,OUT-03,MNU-03,5,68000,36000,340000,0,340000,160000,QRIS / E-Wallet,Takeaway
FNB-20259646,2025-08-06 09:17:00,OUT-05,MNU-05,2,90000,52000,180000,0,180000,76000,Kartu Kredit,Catering & Parcel
FNB-20259647,2025-04-29 07:55:00,OUT-01,MNU-01,3,75000,42000,225000,0,225000,99000,QRIS / E-Wallet,Catering & Parcel
FNB-20259648,2025-12-03 07:54:00,OUT-01,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259649,2025-07-01 13:03:00,OUT-04,MNU-03,2,68000,36000,136000,20400,115600,43600,Kartu Kredit,Catering & Parcel
FNB-20259650,2025-11-18 18:24:00,OUT-04,MNU-05,1,90000,52000,90000,9000,81000,29000,Kartu Kredit,Catering & Parcel
FNB-20259651,2025-03-07 12:12:00,OUT-05,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Kredit,Online Delivery Instant
FNB-20259652,2025-10-30 20:32:00,OUT-05,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Kredit,Catering & Parcel
FNB-20259653,2025-08-06 09:11:00,OUT-03,MNU-04,1,82000,45000,82000,0,82000,37000,Tunai / Cash,Takeaway
FNB-20259654,2025-02-20 11:50:00,OUT-02,MNU-09,1,22000,10000,22000,0,22000,12000,Tunai / Cash,Online Delivery Instant
FNB-20259655,2025-11-04 19:14:00,OUT-03,MNU-10,1,55000,28000,55000,11000,44000,16000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259656,2025-01-27 11:45:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,Tunai / Cash,Takeaway
FNB-20259657,2025-07-11 09:57:00,OUT-03,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Takeaway
FNB-20259658,2025-09-22 13:40:00,OUT-02,MNU-04,3,82000,45000,246000,0,246000,111000,QRIS / E-Wallet,Takeaway
FNB-20259659,2025-06-15 10:59:00,OUT-02,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Kredit,Takeaway
FNB-20259660,2025-07-28 14:17:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Kredit,Dine In
FNB-20259661,2025-04-14 11:03:00,OUT-04,MNU-08,2,28000,12000,56000,5600,50400,26400,Kartu Kredit,Online Delivery Instant
FNB-20259662,2025-01-09 07:27:00,OUT-05,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Kredit,Catering & Parcel
FNB-20259663,2025-08-23 09:16:00,OUT-04,MNU-01,1,75000,42000,75000,0,75000,33000,QRIS / E-Wallet,Dine In
FNB-20259664,2025-02-21 13:57:00,OUT-03,MNU-07,1,24000,9000,24000,2400,21600,12600,Tunai / Cash,Takeaway
FNB-20259665,2025-06-09 18:03:00,OUT-05,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259666,2025-03-19 07:57:00,OUT-04,MNU-01,1,75000,42000,75000,3750,71250,29250,Tunai / Cash,Catering & Parcel
FNB-20259667,2025-03-23 10:40:00,OUT-05,MNU-08,5,28000,12000,140000,7000,133000,73000,QRIS / E-Wallet,Catering & Parcel
FNB-20259668,2025-05-16 16:44:00,OUT-01,MNU-06,1,45000,24000,45000,0,45000,21000,Tunai / Cash,Dine In
FNB-20259669,2025-06-27 10:40:00,OUT-05,MNU-03,2,68000,36000,136000,0,136000,64000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259670,2025-03-21 17:20:00,OUT-05,MNU-04,2,82000,45000,164000,0,164000,74000,Tunai / Cash,Catering & Parcel
FNB-20259671,2025-07-06 15:39:00,OUT-05,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Kredit,Takeaway
FNB-20259672,2025-08-14 21:03:00,OUT-05,MNU-10,2,55000,28000,110000,0,110000,54000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259673,2025-06-20 15:01:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,QRIS / E-Wallet,Catering & Parcel
FNB-20259674,2025-04-07 10:57:00,OUT-03,MNU-02,3,85000,48000,255000,38250,216750,72750,Kartu Kredit,Catering & Parcel
FNB-20259675,2025-05-15 08:12:00,OUT-04,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259676,2025-10-09 21:23:00,OUT-03,MNU-04,2,82000,45000,164000,24600,139400,49400,Kartu Kredit,Takeaway
FNB-20259677,2025-06-03 14:11:00,OUT-05,MNU-05,1,90000,52000,90000,0,90000,38000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259678,2025-06-23 12:44:00,OUT-03,MNU-10,5,55000,28000,275000,0,275000,135000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259679,2025-05-01 14:11:00,OUT-05,MNU-05,1,90000,52000,90000,4500,85500,33500,QRIS / E-Wallet,Takeaway
FNB-20259680,2025-12-18 13:20:00,OUT-02,MNU-06,1,45000,24000,45000,2250,42750,18750,QRIS / E-Wallet,Takeaway
FNB-20259681,2025-11-09 16:09:00,OUT-05,MNU-09,1,22000,10000,22000,0,22000,12000,QRIS / E-Wallet,Dine In
FNB-20259682,2025-09-15 09:25:00,OUT-02,MNU-03,1,68000,36000,68000,6800,61200,25200,Kartu Kredit,Online Delivery Instant
FNB-20259683,2025-06-01 17:01:00,OUT-03,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Kredit,Catering & Parcel
FNB-20259684,2025-12-21 11:40:00,OUT-03,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259685,2025-02-19 10:22:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,Tunai / Cash,Dine In
FNB-20259686,2025-03-03 07:49:00,OUT-05,MNU-04,1,82000,45000,82000,4100,77900,32900,Kartu Kredit,Takeaway
FNB-20259687,2025-12-10 17:44:00,OUT-05,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Kredit,Dine In
FNB-20259688,2025-11-15 18:54:00,OUT-02,MNU-01,1,75000,42000,75000,0,75000,33000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259689,2025-07-25 10:18:00,OUT-03,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259690,2025-02-18 11:10:00,OUT-05,MNU-05,2,90000,52000,180000,0,180000,76000,Tunai / Cash,Catering & Parcel
FNB-20259691,2025-01-26 07:25:00,OUT-04,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Kredit,Catering & Parcel
FNB-20259692,2025-10-22 09:28:00,OUT-05,MNU-03,5,68000,36000,340000,0,340000,160000,QRIS / E-Wallet,Catering & Parcel
FNB-20259693,2025-07-08 16:51:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Kredit,Online Delivery Instant
FNB-20259694,2025-08-02 21:05:00,OUT-04,MNU-01,1,75000,42000,75000,7500,67500,25500,QRIS / E-Wallet,Catering & Parcel
FNB-20259695,2025-08-06 08:55:00,OUT-04,MNU-08,5,28000,12000,140000,0,140000,80000,Tunai / Cash,Online Delivery Instant
FNB-20259696,2025-12-10 08:28:00,OUT-02,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259697,2025-09-24 18:05:00,OUT-05,MNU-05,1,90000,52000,90000,9000,81000,29000,Tunai / Cash,Online Delivery Instant
FNB-20259698,2025-01-17 20:14:00,OUT-01,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Kredit,Catering & Parcel
FNB-20259699,2025-08-17 18:48:00,OUT-04,MNU-05,3,90000,52000,270000,54000,216000,60000,Tunai / Cash,Dine In
FNB-20259700,2025-07-25 08:49:00,OUT-02,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259701,2025-08-09 11:39:00,OUT-03,MNU-01,3,75000,42000,225000,0,225000,99000,QRIS / E-Wallet,Dine In
FNB-20259702,2025-06-22 20:51:00,OUT-03,MNU-06,1,45000,24000,45000,6750,38250,14250,Kartu Kredit,Takeaway
FNB-20259703,2025-05-07 18:08:00,OUT-05,MNU-04,3,82000,45000,246000,0,246000,111000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259704,2025-11-14 07:28:00,OUT-05,MNU-04,1,82000,45000,82000,8200,73800,28800,QRIS / E-Wallet,Takeaway
FNB-20259705,2025-12-10 21:41:00,OUT-01,MNU-10,3,55000,28000,165000,24750,140250,56250,Kartu Kredit,Online Delivery Instant
FNB-20259706,2025-09-11 09:47:00,OUT-03,MNU-04,1,82000,45000,82000,0,82000,37000,Tunai / Cash,Takeaway
FNB-20259707,2025-11-10 15:12:00,OUT-03,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259708,2025-08-04 13:51:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Dine In
FNB-20259709,2025-12-02 16:03:00,OUT-02,MNU-04,3,82000,45000,246000,49200,196800,61800,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259710,2025-07-30 07:52:00,OUT-02,MNU-02,2,85000,48000,170000,0,170000,74000,QRIS / E-Wallet,Dine In
FNB-20259711,2025-04-18 19:20:00,OUT-03,MNU-10,1,55000,28000,55000,0,55000,27000,Tunai / Cash,Takeaway
FNB-20259712,2025-01-12 20:36:00,OUT-04,MNU-01,1,75000,42000,75000,0,75000,33000,QRIS / E-Wallet,Catering & Parcel
FNB-20259713,2025-04-11 11:45:00,OUT-01,MNU-04,2,82000,45000,164000,32800,131200,41200,Tunai / Cash,Catering & Parcel
FNB-20259714,2025-11-11 17:53:00,OUT-04,MNU-05,3,90000,52000,270000,0,270000,114000,Tunai / Cash,Catering & Parcel
FNB-20259715,2025-03-26 12:22:00,OUT-02,MNU-03,1,68000,36000,68000,13600,54400,18400,Kartu Kredit,Takeaway
FNB-20259716,2025-09-26 20:14:00,OUT-03,MNU-05,4,90000,52000,360000,0,360000,152000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259717,2025-09-30 19:15:00,OUT-03,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Kredit,Online Delivery Instant
FNB-20259718,2025-10-01 16:12:00,OUT-01,MNU-01,2,75000,42000,150000,0,150000,66000,Tunai / Cash,Online Delivery Instant
FNB-20259719,2025-04-21 10:26:00,OUT-04,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259720,2025-09-28 19:54:00,OUT-04,MNU-04,1,82000,45000,82000,4100,77900,32900,Kartu Kredit,Online Delivery Instant
FNB-20259721,2025-05-10 17:07:00,OUT-05,MNU-09,2,22000,10000,44000,0,44000,24000,Kartu Kredit,Online Delivery Instant
FNB-20259722,2025-03-20 07:28:00,OUT-01,MNU-06,2,45000,24000,90000,4500,85500,37500,Tunai / Cash,Takeaway
FNB-20259723,2025-06-29 18:21:00,OUT-02,MNU-10,1,55000,28000,55000,5500,49500,21500,Tunai / Cash,Dine In
FNB-20259724,2025-04-02 15:25:00,OUT-02,MNU-08,2,28000,12000,56000,0,56000,32000,QRIS / E-Wallet,Catering & Parcel
FNB-20259725,2025-03-06 11:06:00,OUT-05,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Kredit,Dine In
FNB-20259726,2025-06-10 14:40:00,OUT-03,MNU-10,2,55000,28000,110000,5500,104500,48500,Kartu Kredit,Takeaway
FNB-20259727,2025-05-07 09:22:00,OUT-03,MNU-09,2,22000,10000,44000,6600,37400,17400,QRIS / E-Wallet,Online Delivery Instant
FNB-20259728,2025-10-12 07:05:00,OUT-01,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Takeaway
FNB-20259729,2025-08-14 17:21:00,OUT-01,MNU-03,3,68000,36000,204000,10200,193800,85800,Tunai / Cash,Dine In
FNB-20259730,2025-12-15 14:39:00,OUT-03,MNU-10,3,55000,28000,165000,0,165000,81000,QRIS / E-Wallet,Takeaway
FNB-20259731,2025-07-27 15:46:00,OUT-01,MNU-10,2,55000,28000,110000,0,110000,54000,QRIS / E-Wallet,Catering & Parcel
FNB-20259732,2025-11-02 12:10:00,OUT-03,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259733,2025-03-13 13:27:00,OUT-01,MNU-08,4,28000,12000,112000,0,112000,64000,Kartu Kredit,Dine In
FNB-20259734,2025-09-19 09:39:00,OUT-02,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259735,2025-04-22 21:20:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259736,2025-06-15 11:16:00,OUT-05,MNU-05,3,90000,52000,270000,0,270000,114000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259737,2025-01-03 21:40:00,OUT-01,MNU-09,1,22000,10000,22000,3300,18700,8700,Tunai / Cash,Online Delivery Instant
FNB-20259738,2025-03-06 16:09:00,OUT-02,MNU-10,4,55000,28000,220000,22000,198000,86000,Kartu Debit BSI / Mandiri,Dine In
FNB-20259739,2025-04-25 19:24:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259740,2025-04-27 19:45:00,OUT-02,MNU-07,1,24000,9000,24000,2400,21600,12600,Kartu Debit BSI / Mandiri,Dine In
FNB-20259741,2025-01-25 15:55:00,OUT-04,MNU-09,1,22000,10000,22000,0,22000,12000,Tunai / Cash,Online Delivery Instant
FNB-20259742,2025-12-11 17:36:00,OUT-05,MNU-08,1,28000,12000,28000,2800,25200,13200,Tunai / Cash,Online Delivery Instant
FNB-20259743,2025-05-27 12:16:00,OUT-04,MNU-02,1,85000,48000,85000,0,85000,37000,Tunai / Cash,Takeaway
FNB-20259744,2025-12-14 09:32:00,OUT-01,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Kredit,Online Delivery Instant
FNB-20259745,2025-08-03 07:30:00,OUT-02,MNU-09,4,22000,10000,88000,0,88000,48000,Kartu Debit BSI / Mandiri,Dine In
FNB-20259746,2025-12-17 16:23:00,OUT-05,MNU-05,3,90000,52000,270000,40500,229500,73500,QRIS / E-Wallet,Catering & Parcel
FNB-20259747,2025-06-21 07:37:00,OUT-01,MNU-05,1,90000,52000,90000,0,90000,38000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259748,2025-09-15 10:08:00,OUT-02,MNU-05,1,90000,52000,90000,9000,81000,29000,QRIS / E-Wallet,Takeaway
FNB-20259749,2025-07-19 11:17:00,OUT-02,MNU-06,3,45000,24000,135000,20250,114750,42750,Kartu Kredit,Online Delivery Instant
FNB-20259750,2025-06-03 20:32:00,OUT-02,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Kredit,Catering & Parcel
FNB-20259751,2025-03-08 10:52:00,OUT-01,MNU-02,4,85000,48000,340000,34000,306000,114000,Tunai / Cash,Catering & Parcel
FNB-20259752,2025-06-18 07:42:00,OUT-03,MNU-08,1,28000,12000,28000,4200,23800,11800,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259753,2025-02-12 07:42:00,OUT-05,MNU-07,1,24000,9000,24000,1200,22800,13800,Tunai / Cash,Takeaway
FNB-20259754,2025-12-06 08:16:00,OUT-01,MNU-03,4,68000,36000,272000,0,272000,128000,QRIS / E-Wallet,Catering & Parcel
FNB-20259755,2025-03-29 13:31:00,OUT-01,MNU-10,1,55000,28000,55000,2750,52250,24250,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20259756,2025-07-13 17:56:00,OUT-05,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Debit BSI / Mandiri,Dine In
FNB-20259757,2025-07-10 14:47:00,OUT-05,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Kredit,Online Delivery Instant
FNB-20259758,2025-12-11 20:27:00,OUT-02,MNU-04,2,82000,45000,164000,32800,131200,41200,Tunai / Cash,Takeaway
FNB-20259759,2025-08-17 10:58:00,OUT-04,MNU-06,3,45000,24000,135000,6750,128250,56250,Tunai / Cash,Online Delivery Instant
FNB-20259760,2025-09-17 15:58:00,OUT-04,MNU-03,1,68000,36000,68000,0,68000,32000,Tunai / Cash,Takeaway
FNB-20259761,2025-10-29 07:35:00,OUT-04,MNU-04,3,82000,45000,246000,0,246000,111000,Tunai / Cash,Catering & Parcel
FNB-20259762,2025-02-07 15:03:00,OUT-03,MNU-02,2,85000,48000,170000,17000,153000,57000,Kartu Kredit,Catering & Parcel
FNB-20259763,2025-07-24 07:24:00,OUT-02,MNU-08,2,28000,12000,56000,0,56000,32000,Tunai / Cash,Takeaway
FNB-20259764,2025-12-14 11:57:00,OUT-02,MNU-01,1,75000,42000,75000,3750,71250,29250,Kartu Kredit,Takeaway
FNB-20259765,2025-05-29 16:12:00,OUT-05,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Kredit,Online Delivery Instant
FNB-20259766,2025-02-04 15:29:00,OUT-02,MNU-08,1,28000,12000,28000,0,28000,16000,Tunai / Cash,Takeaway
FNB-20259767,2025-11-12 11:45:00,OUT-05,MNU-03,1,68000,36000,68000,0,68000,32000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259768,2025-08-04 11:03:00,OUT-02,MNU-05,3,90000,52000,270000,27000,243000,87000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259769,2025-01-09 14:33:00,OUT-05,MNU-10,1,55000,28000,55000,8250,46750,18750,QRIS / E-Wallet,Dine In
FNB-20259770,2025-06-19 12:02:00,OUT-03,MNU-07,3,24000,9000,72000,0,72000,45000,Kartu Kredit,Takeaway
FNB-20259771,2025-03-27 12:57:00,OUT-05,MNU-04,5,82000,45000,410000,0,410000,185000,Kartu Kredit,Takeaway
FNB-20259772,2025-03-29 12:20:00,OUT-02,MNU-10,1,55000,28000,55000,0,55000,27000,QRIS / E-Wallet,Catering & Parcel
FNB-20259773,2025-11-22 16:05:00,OUT-05,MNU-01,2,75000,42000,150000,0,150000,66000,QRIS / E-Wallet,Online Delivery Instant
FNB-20259774,2025-10-07 16:03:00,OUT-05,MNU-09,4,22000,10000,88000,0,88000,48000,Tunai / Cash,Dine In
FNB-20259775,2025-06-07 10:38:00,OUT-04,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20259776,2025-04-20 19:08:00,OUT-03,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Kredit,Online Delivery Instant
FNB-20259777,2025-05-07 15:16:00,OUT-02,MNU-03,2,68000,36000,136000,0,136000,64000,Kartu Kredit,Dine In
FNB-20259778,2025-12-03 16:11:00,OUT-03,MNU-02,2,85000,48000,170000,0,170000,74000,Tunai / Cash,Takeaway
FNB-20259779,2025-07-31 12:13:00,OUT-03,MNU-02,1,85000,48000,85000,8500,76500,28500,QRIS / E-Wallet,Catering & Parcel
FNB-20259780,2025-05-27 12:20:00,OUT-02,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Kredit,Takeaway
FNB-20259781,2025-01-18 19:59:00,OUT-03,MNU-03,3,68000,36000,204000,0,204000,96000,Tunai / Cash,Takeaway
FNB-20259782,2025-05-15 16:49:00,OUT-03,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20259783,2025-10-15 17:10:00,OUT-02,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Kredit,Catering & Parcel
